,Common name,Family,IUCN,Order,Subspecies,BioSample,Bioproject accession,Captivity details,Coordinate notes,Country,County/District,Date collected,Elevation (masl),Genome Accession,Latitude,Longitude,Museum ID/Source specimen ID,SRA Accession,Sexb10k,Site,Source institution,State/Province,Tissue,CG content(%),"Complete BUSCOs (C, %)","Complete and duplicated BUSCOs (D, %)","Complete and single-copy BUSCOs (S, %)",Contig_L50 (bp),Contig_N50 (bp),Contig_Num,Depth,"Fragmented BUSCOs (F, %)",Gap_Len (bp),Gap_Ratio (%),"Missing BUSCOs (M, %)",Scaffold_L50 (bp),Scaffold_N50 (bp),Scaffold_Num (bp),Total_Len (bp),AssemblyAccession,AssemblyName,Organism,AssemblyStatus,Coverage,ContigN50,ScaffoldN50,Sex,Species,Complex_ZW,dnms
217,Stitchbird,Notiomystidae,Vulnerable,Passeriformes,unable to determine,SAMN12253957,PRJNA545868,,,New Zealand,,,,VZRX00000000,41.00 S,174.00 E,NMV Z44701,"SRR9947300, SRR9946616, SRR9946617, SRR9946459",Unknown,,Museums Victoria,,missing,42.1,91.0,0.8,90.2,9543,30510,131938,43.0,5.5,9655592,0.94,3.5,1820,153112,67088,1028912833,GCA_013398075.1,ASM1339807v1,Notiomystis cincta (birds),Scaffold,43,50117.0,154199.0,,Notiomystis_cincta,False,0
218,Helmeted Guineafowl,Numididae,Least Concern,Galliformes,unable to determine,SAMN08040315,PRJNA352321,Captive; Domestic animal from breeder,"Captive bird, hence no coordinates",,,,,MTSP00000000.1,,,"g44 Domestic line, id 19003",SRP094061,Male,Domestic animal from breeder,"Galor SAS, SYSAAF, France",,blood,41.73,94.7,1.0,93.7,1465,198287,18057,160.0,3.1,20122429,1.93,2.2,5,75253249,2465,1043247365,GCF_002078875.1,NumMel1.0,Numida meleagris (helmeted guineafowl),Chromosome,100,234926.0,7868035.0,male,Numida_meleagris,False,0
219,Rufous Potoo,Nyctibiidae,Least Concern,Caprimulgiformes,monotypic,SAMN12253753,PRJNA545868,,,Peru,,26-Jun-83,120,VWZB00000000,3.08 S,73.14 W,LSUMZ:B-4509,"SRR9994306, SRR9994307, SRR9946465",Female,"Lower Rio Napo Region, E bank Rio Yanayuca, ca 90km N Iquitos","Louisiana State University Museum of Natural Science, USA",Loreto,muscle,41.92,92.1,0.9,91.2,10825,28618,83197,59.0,4.7,40076856,3.43,3.2,599,381764,12620,1169311260,GCA_013396595.1,ASM1339659v1,Nyctibius bracteatus (Rufous potoo),Scaffold,59,33238.0,380686.0,female,Nyctibius_bracteatus,False,0
220,Great Potoo,Nyctibiidae,Least Concern,Caprimulgiformes,grandis,SAMN12253808,PRJNA545868,,,Guyana,,15-Oct-00,,VWYG00000000,6.30 N,58.22 W,USNM:623085,"SRR9946955, SRR9946956, SRR9947002",Female,"St. Cuthbert's Mission Road, Linden Hiway","National Museum of Natural History, Smithsonian Institution, USA",,muscle,41.9,90.1,0.9,89.2,8886,35068,177956,44.0,6.3,7728916,0.67,3.6,1679,157465,113716,1162014459,GCA_013399155.1,ASM1339915v1,Nyctibius grandis (birds),Scaffold,44,64960.0,158961.0,female,Nyctibius_grandis,False,0
221,South American Painted-snipe,Rostratulidae,Least Concern,Charadriiformes,monotypic,SAMN12253838,PRJNA545868,,,Uruguay,,11-Nov-05,70,VXBJ00000000,30.49 S,57.74 W,USNM:635776,"SRR10019885, SRR9946503, SRR9946646",Unknown,"Colonia Palma, 9 km NNW, at Estancia Mandiyu","National Museum of Natural History, Smithsonian Institution, USA",Artigas,muscle,41.78,93.9,0.9,93.0,9378,33955,139288,41.0,3.9,10155480,0.9,2.2,466,700983,50062,1130472382,GCA_013400055.1,ASM1340005v1,Nycticryphes semicollaris (birds),Scaffold,41,74117.0,702727.0,,Nycticryphes_semicollaris,False,0
222,Band-tailed Nighthawk,Caprimulgidae,Least Concern,Caprimulgiformes,nattererii,SAMN12253883,PRJNA545868,,,Brazil,,2-Sep-86,,VZZU00000000,3.65 S,52.37 W,USNM:572514,"SRR9946660, SRR9946661",Female,"Altamira, 52 km SSW, E Bank Rio Xingu","National Museum of Natural History, Smithsonian Institution, USA",Para,missing,41.84,81.5,0.8,80.7,11509,25117,91351,62.0,9.5,42868866,3.84,9.0,1500,191646,18787,1115562280,GCA_013399395.1,ASM1339939v1,Nyctiprogne leucopyga (birds),Scaffold,62,28894.0,190423.0,female,Nyctiprogne_leucopyga,False,0
223,Wilson's Storm-petrel,Oceanitidae,Least Concern,Procellariiformes,unable to determine,SAMN12253754,PRJNA545868,,,USA,,26-May-05,0,VWZA00000000,28.54 N,88.95 W,LSUMZ:B-46846,"SRR9994328, SRR9994310, SRR9994311",Female,Gulf of Mexico S South Pass Mississippi River,"Louisiana State University Museum of Natural Science, USA",Louisiana,muscle,41.73,92.2,0.9,91.3,13583,23886,85964,67.0,4.8,28743168,2.44,3.0,835,408600,8410,1178468135,GCA_013396615.1,ASM1339661v1,Oceanites oceanicus (Wilson's storm-petrel),Scaffold,67,28090.0,406319.0,female,Oceanites_oceanicus,False,0
224,Marbled Wood Quail,Odontophoridae,Near Threatened,Galliformes,gujanensis,SAMN12253806,PRJNA545868,,,Guyana,,8-Sep-98,790,VXAB00000000,1.33 N,58.97 W,USNM:621708,"SRR10019947, SRR10019948, SRR9946993, SRR9946995, SRR9946997, SRR9946998",Female,North Side Acari Mountains,"National Museum of Natural History, Smithsonian Institution, USA",,muscle,40.95,93.5,1.0,92.5,7354,38553,131582,52.0,3.7,7079919,0.72,2.8,790,341583,72794,983818509,GCA_013399175.1,ASM1339917v1,Odontophorus gujanensis (marbled wood quail),Scaffold,52,74578.0,343789.0,female,Odontophorus_gujanensis,False,0
225,Northern Wheatear,Muscicapidae,Least Concern,Passeriformes,leucorhoa,SAMN12253823,PRJNA545868,,,Iceland,,13-Aug-01,,VXBF00000000,64.02 N,22.61 W,USNM:627655,"SRR10019922, SRR10019924, SRR9947351, SRR9946880",Female,"Keflavik, Naval Air Station","National Museum of Natural History, Smithsonian Institution, USA",,muscle,41.56,93.2,0.9,92.3,11284,24982,196111,52.0,4.2,11468011,1.13,2.6,534,505547,102343,1010647462,GCA_013399995.1,ASM1339999v1,Oenanthe oenanthe (Northern wheatear),Scaffold,52,44998.0,507914.0,female,Oenanthe_oenanthe,False,0
226,Royal Flycatcher,Onychorhynchidae,Least Concern,Passeriformes,mexicanus,SAMN12253933,PRJNA545868,,Coordinates approximate from locality information,Panama,,26-Feb-91,10,VZRK00000000,9.36 N,82.52 W,USNM:614072,"SRR9947257, SRR9946526",Female,"Rio Changuinola, S = E Bank, 3/5 km SE R.R. Bridge","National Museum of Natural History, Smithsonian Institution, USA",Bocas Del Toro,mixed tissue sample,41.86,94.4,1.1,93.3,3771,79842,31811,71.0,3.3,11002290,1.03,2.3,98,3110499,3365,1072515626,GCA_013397825.1,ASM1339782v1,Onychorhynchus coronatus (birds),Scaffold,71,96253.0,2999088.0,female,Onychorhynchus_coronatus,False,0
227,Hoatzin,Opisthocomidae,Least Concern,Opisthocomiformes,monotypic,SAMN02302474,PRJNA212873,,Publication does not give further information,Venezuela,,,,GCA_000692075.1,,,Venezuelan Ministry of Environment:11-001237,SRP028409,Female,nearby forest,"Venezuelan Ministry of Environment and Natural Resources, Venezuela",Lagunas,muscle,42.46,92.5,0.5,92.0,13763,24342,158673,100.0,4.9,62322211,5.15,2.6,123,2913940,46402,1209082675,GCF_000692075.1,ASM69207v1,Opisthocomus hoazin (hoatzin),Scaffold,100,28179.0,2937227.0,female,Opisthocomus_hoazin,False,0
228,Tit Berrypecker,Paramythiidae,Least Concern,Passeriformes,monotypic,SAMN12253944,PRJNA545868,,,Papua New Guinea,,4-Aug-87,,VZRR00000000,9.07 S,148.13 E,NMV Z44470 / ANWC B26895,"SRR9946866, SRR9946867, SRR9946868, SRR9946522, SRR9946773",Male,"Daleatana Environ, Gulugawa Ridge S above Awoma",Museums Victoria / Australian National Wildlife Collection,Oro Province,muscle,42.46,93.6,1.0,92.6,5345,57021,98650,45.0,4.0,7551811,0.72,2.4,453,636482,57466,1043421782,GCA_013398015.1,ASM1339801v1,Oreocharis arfaki (tit berrypecker),Scaffold,45,109596.0,636482.0,male,Oreocharis_arfaki,False,0
229,Black-breasted Hillstar,Trochilidae,Least Concern,Caprimulgiformes,monotypic,SAMN12253978,PRJNA545868,,,Peru,Huarochiri,16-Jan-08,3973,VZUB00000000,11.63 S,76.43 W,MSB:Bird:31543,"SRR9853763, SRR9853764, SRR9853765, SRR9853766, SRR9853767, SRR9853759, SRR9853762",Male,"Carampoma, Carampoma","Museum of Southwestern Biology, University of New Mexico, USA",Lima,missing,40.6,81.0,0.6,80.4,43397,6729,479702,50.0,11.7,142370785,12.57,7.3,1906,163435,249398,1132553386,GCA_013400995.1,ASM1340099v1,Oreotrochilus melanogaster (birds),Scaffold,50,7679.0,167855.0,male,Oreotrochilus_melanogaster,False,0
230,Rock-warbler,Acanthizidae,Least Concern,Passeriformes,monotypic,SAMN12253952,PRJNA545868,,,Australia,,8-Dec-01,,VZRL00000000,33.30 S,150.17 E,NMV Z4111 / NMV B24105,"SRR9947090, SRR9946500, SRR9946497, SRR9946498, SRR9946499",Male,Newnes State Forest,Museums Victoria,New South Wales,missing,42.11,94.5,0.8,93.7,4315,69312,72705,47.0,3.4,8139009,0.79,2.1,227,1258204,30267,1035754644,GCA_013397895.1,ASM1339789v1,Origma solitaria (birds),Scaffold,47,99117.0,1255867.0,male,Origma_solitaria,False,0
231,Eurasian Golden Oriole,Oriolidae,Least Concern,Passeriformes,monotypic,SAMN12253845,PRJNA545868,,,Russia,Anapskiy Rayon,24-May-04,0,VXBT00000000,45.08 N,36.99 E,USNM:639700,"SRR9947057, SRR9947059, SRR9947062",Female,"Blagoveschenskaya, Girlo, Kiziltashskaya spit","National Museum of Natural History, Smithsonian Institution, USA",Krasnodarskiy Kray,muscle,42.49,93.9,0.9,93.0,4245,67213,94838,40.0,3.9,7025447,0.67,2.2,380,711285,50815,1042610995,GCA_013400235.1,ASM1340023v1,Oriolus oriolus (Eurasian golden-oriole),Scaffold,40,97892.0,716337.0,female,Oriolus_oriolus,False,0
232,Chowchilla,Orthonychidae,Least Concern,Passeriformes,unable to determine,SAMN12253936,PRJNA545868,,,Australia,,9-Jul-85,,VZTJ00000000,16.58 S,145.28 E,NMV Z38894 / ANWC B39651,"SRR9947350, SRR9947352, SRR9947030, SRR9946594, SRR9946629",Male,Mt Lewis,Museums Victoria / Australian National Wildlife Collection,Queensland,liver,42.04,94.7,0.8,93.9,5020,60337,74138,46.0,3.2,7198120,0.69,2.1,220,1307312,31247,1037238225,GCA_013397795.1,ASM1339779v1,Orthonyx spaldingii (northern chowchilla),Scaffold,46,81405.0,1302835.0,male,Orthonyx_spaldingii,False,0
233,White-throated Oxylabes,Bernieridae,Least Concern,Passeriformes,monotypic,SAMN12253875,PRJNA545868,,,Madagascar,Fivondronana de Tolagnaro,1-Nov-90,50,VYZR00000000,24 S,47.37 E,FMNH:352915,"SRR9947157, SRR9947279, SRR9946842, SRR9946843",Female,"Foret de Marovony, 19 km NNE Manantenina","Field Museum of Natural History, USA",Toliara,missing,42.26,47.3,0.3,47.0,79889,2013,1392117,40.0,18.5,277493774,21.98,34.2,17352,14842,840106,1262615937,GCA_013400675.1,ASM1340067v1,Oxylabes madagascariensis (white-throated Oxylabes),Scaffold,40,3531.0,17018.0,female,Oxylabes_madagascariensis,False,0
234,Sharpbill,Oxyruncidae,Least Concern,Passeriformes,unable to determine,SAMN12253832,PRJNA545868,,,Guyana,,27-Jul-04,750,VXAY00000000,4.90 N,59.90 W,USNM:632342,"SRR10019902, SRR10019903, SRR10019904, SRR9947303",Unknown,"Kopinang Village, ca 10 km SSW","National Museum of Natural History, Smithsonian Institution, USA",,muscle,42.06,94.8,0.8,94.0,5702,53981,80025,49.0,3.2,8528422,0.8,2.0,261,1136976,31587,1064938975,GCA_013399855.1,ASM1339985v1,Oxyruncus cristatus (sharpbill),Scaffold,49,75750.0,1139285.0,,Oxyruncus_cristatus,False,0
235,Yellow-bellied Whistler,Pachycephalidae,Least Concern,Passeriformes,philippinensis,SAMN12253786,PRJNA545868,,,Philippines,Cagayan,28-Apr-89,,VWZT00000000,17.92 N,122.03 E,USNM:607512,"SRR9947312, SRR9947317, SRR9947318",Female,"Baggao Municipality, Barrio Santa Margarita","National Museum of Natural History, Smithsonian Institution, USA",Luzon,muscle,42.22,93.3,0.9,92.4,8134,36019,151813,41.0,4.2,10920671,1.04,2.5,556,488038,77877,1048166206,GCA_013397055.1,ASM1339705v1,Pachycephala philippinensis (yellow-belllied whistler),Scaffold,41,60658.0,492780.0,female,Pachycephala_philippinensis,False,0
236,Pink-throated Becard,Tityridae,Least Concern,Passeriformes,monotypic,SAMN12253822,PRJNA545868,,,Guyana,,4-Dec-00,,VYXB00000000,6.40 N,58.77 W,USNM:627125,"SRR9947197, SRR9947205, SRR9947206",Female,"Cuyuni River, Base of Kamaria Falls","National Museum of Natural History, Smithsonian Institution, USA",,muscle,41.52,94.4,1.2,93.2,6692,45231,130353,40.0,3.4,8249437,0.78,2.2,504,556579,74959,1061333976,GCA_013397135.1,ASM1339713v1,Pachyramphus minor (birds),Scaffold,40,89585.0,564837.0,female,Pachyramphus_minor,False,0
237,Osprey,Pandionidae,Least Concern,Accipitriformes,carolinensis,SAMN12253917,PRJNA545868,Lindsay Wildlife Hospital,,USA,Mendocino,13-Jun-01,,VYZV00000000,39.45 N,123.78 W,CAS:90221,"SRR9947094, SRR9947095, SRR9946493, SRR9946494, SRR9946495",Male,"Fort Bragg, Fish Farm","California Academy of Sciences, USA",California,"muscle, liver",41.84,69.4,0.4,69.0,19897,15221,440491,46.0,11.4,21616249,1.84,19.2,2824,100617,260671,1172354218,GCA_013401275.1,ASM1340127v1,Pandion haliaetus (osprey),Scaffold,46,23447.0,104045.0,male,Pandion_haliaetus,False,0
238,Bearded Reedling,Panuridae,Least Concern,Passeriformes,russicus,SAMN12253962,PRJNA545868,,,Mongolia,,30-May-98,671,VZRT00000000,47.37 N,118.48 E,UWBM:59726,"SRR9947050, SRR9947051, SRR9947022, SRR9947024",Female,Tashigay Nuur,"Burke Museum of Natural History, University of Washington, USA",Dornod Aymag,missing,42.82,81.0,1.5,79.5,15011,16227,103771,109.0,8.0,64285903,6.99,11.0,1784,122995,25727,919095039,GCA_013398035.1,ASM1339803v1,Panurus biarmicus (birds),Scaffold,109,18922.0,121818.0,female,Panurus_biarmicus,False,0
239,Raggiana Bird-of-paradise,Paradisaeidae,Least Concern,Passeriformes,unable to determine,SAMN10096787,PRJNA491255,Captive,"Captive bird, hence no coordinates",,,29-Dec-06,,GCA_003713265.1,,,USNM:638608,"SRR8061691, SRR8061692",Female,Locality unknown,"National Museum of Natural History, Smithsonian Institution, USA",,muscle,42.27,94.0,0.8,93.2,4684,62708,104496,42.0,3.8,7952784,0.76,2.2,326,862985,54526,1051600299,GCA_003713265.1,ParRag_1.0,Paradisaea raggiana (Raggiana bird of paradise),Scaffold,36,96622.0,882045.0,female,Paradisaea_raggiana,False,0
240,Spotted Pardalote,Pardalotidae,Least Concern,Passeriformes,punctatus,SAMN12253951,PRJNA545868,,,Australia,,12-Nov-89,,VZTX00000000,34.10 S,115.57 E,NMV Z4307 / NMV B18071,"SRR9947089, SRR9946793, SRR9946496, SRR9946777, SRR9946778, SRR9946786",Unknown,"Blackwood River, Plover Road off Highway 10, 22km SW of Nannup",Museums Victoria,Western Australia,muscle,41.85,90.4,0.9,89.5,5973,47902,141216,47.0,5.7,6807400,0.66,3.9,834,302316,95020,1038095782,GCA_013400915.1,ASM1340091v1,Pardalotus punctatus (spotted pardalote),Scaffold,47,83169.0,306807.0,female,Pardalotus_punctatus,False,0
241,Great Tit,Paridae,Least Concern,Passeriformes,major,SAMN04306664,"PRJNA312399, PRJNA208335",Captive,"Captive bird, hence no coordinates",Netherlands,,,,GCA_001522545.2,,,,SRP055861,Male,,"Independently published, NCBI",,blood,41.37,94.9,0.9,94.0,2088,132905,26284,95.0,3.1,18002179,1.76,2.0,5,71365269,1675,1020310768,GCF_001522545.2,Parus_major1.1,Parus major (Great Tit),Chromosome,95,148693.0,71365269.0,male,Parus_major,False,0
242,House Sparrow,Passeridae,Least Concern,Passeriformes,domesticus,SAMN02929199,PRJNA255814,,Coordinates approximate from locality information,Norway,,8-Aug-02,,GCA_001700915.1,,,,SRP045123,Female,Aldra,"Independently published, NCBI",Luroey municipality,blood,41.66,90.8,0.9,89.9,5263,51426,50329,130.0,5.5,42993395,4.12,3.7,6,68733010,2301,1042720703,GCA_001700915.1,Passer_domesticus-1.0,Passer domesticus (House sparrow),Chromosome,130,51426.0,6373860.0,female,Passer_domesticus,False,0
243,Lazuli Bunting,Cardinalidae,Least Concern,Passeriformes,monotypic,SAMN12253987,PRJNA545868,,Source coordinates originally flipped latitude/longitude.,USA,Grant County,6-Jun-12,340,WBNP00000000,46.99 N,119.68 W,UWYMV tissue:B-609,SRR9853702,Male,"Columbia Basin Wildlife Area, Desert Unit, 17.7 km NNE Royal City",University of Wyoming Museum of Vertebrates,Washington,"muscle, pectoral",42.1,84.2,0.9,83.3,5258,54919,92218,115.0,7.9,31771170,2.97,7.9,397,652591,57188,1068872811,GCA_013401095.1,ASM1340109v1,Passerina amoena (birds),Scaffold,115,54910.0,646716.0,male,Passerina_amoena,False,0
244,Band-tailed Pigeon,Columbidae,Least Concern,Columbiformes,monilis (?),SAMN04386172,PRJNA308039,Captive,"Captive bird, hence no coordinates",,,4-Sep-12,,GCA_002029285.1,,,,SRP069321,Female,,"Independently published, NCBI",,blood,41.55,93.5,0.8,92.7,16931,17937,139615,18.0,4.2,16246789,1.49,2.3,17,19987418,9784,1089149042,GCA_002029285.1,NIATT_ARIZONA,Patagioenas fasciata monilis (band-tailed pigeon),Scaffold,18,17937.0,19987418.0,female,Patagioenas_fasciata,False,0
245,Plains-wanderer,Pedionomidae,Critically Endangered,Charadriiformes,monotypic,SAMN12253960,PRJNA545868,,,Australia,,1-Sep-97,,VZRU00000000,37.53 S,143.35 E,NMV Z4410 / NMV B23771,"SRR9946678, SRR9946679, SRR9946680, SRR9946681",Female,Lake Goldsmith,Museums Victoria,Victoria,muscle,41.81,90.9,0.7,90.2,15200,20657,256708,41.0,5.9,18738036,1.63,3.2,1171,250648,127742,1146101394,GCA_013398155.1,ASM1339815v1,Pedionomus torquatus (plains-wanderer),Scaffold,41,36855.0,254645.0,female,Pedionomus_torquatus,False,0
246,Common Diving Petrel,Procellariidae,Least Concern,Procellariiformes,unable to determine,SAMN12253911,PRJNA545868,,Source coordinates appear malformatted,South Atlantic Ocean,,5-Jul-91,,VZTQ00000000,54.49 S,37.07 W,UWBM:60517,"SRR9947096, SRR9947213, SRR9947214, SRR9947228, SRR9946709, SRR9946713, SRR9946714, SRR9946715",Female,Annenkov Island,"Burke Museum of Natural History, University of Washington, USA",South Georgia,missing,41.87,91.9,1.2,90.7,9017,36700,252827,81.0,5.4,7103633,0.58,2.7,1364,248435,183417,1222324629,GCA_013400755.1,ASM1340075v1,Pelecanoides urinatrix (birds),Scaffold,81,93910.0,250258.0,female,Pelecanoides_urinatrix,False,0
247,Dalmatian Pelican,Pelecanidae,Near Threatened,Pelecaniformes,monotypic,SAMN02339887,PRJNA212901,Captive,"Captive bird, hence no coordinates",,,,,GCA_000687375.1,,,,SRP029331,Male,,"Copenhagen Zoo, Denmark",,blood,41.46,83.7,0.8,82.9,19305,18353,179516,34.0,10.5,6460988,0.55,5.8,7937,43061,90644,1168624213,GCF_000687375.1,ASM68737v1,Pelecanus crispus (Dalmatian pelican),Scaffold,34,21679.0,43364.0,male,Pelecanus_crispus,False,0
248,White-crested Guan,Cracidae,Vulnerable,Galliformes,monotypic,SAMN12253771,PRJNA545868,,,Brazil,,31-Aug-86,,WBMW00000000,3.65 S,52.37 W,USNM:572502,"SRR9994361, SRR9994352, SRR9994353",Male,"Altamira, 52 km SSW, E Bank Rio Xingu","National Museum of Natural History, Smithsonian Institution, USA",Para,muscle,42.24,94.1,0.9,93.2,7319,40316,90634,48.0,3.9,7809760,0.76,2.0,361,731122,30220,1030367496,GCA_013396635.1,ASM1339663v1,Penelope pileata (birds),Scaffold,48,84123.0,732582.0,male,Penelope_pileata,False,0
249,Peucedramus,Peucedramidae,Least Concern,Passeriformes,arizonae,SAMN12253863,PRJNA545868,,Not enough information to approximate coordinates,USA,,26-Jul-03,2250,WBNO00000000,32.94 N,108.19 W,LSUMZ:B-50360,"SRR9947362, SRR9946479, SRR9946480",Female,"Pinos Altos Range, Signal Peak Road, 1/2 mi. E Hwy. 15, 7350 ft.","Louisiana State University Museum of Natural Science, USA",New Mexico,muscle,41.67,87.8,1.0,86.8,7498,37959,177703,51.0,6.9,7453440,0.71,5.3,1368,180993,115841,1046044339,GCA_013400575.1,ASM1340057v1,Peucedramus taeniatus (olive warbler),Scaffold,51,61982.0,183857.0,female,Peucedramus_taeniatus,False,0
250,White-tailed Tropicbird,Phaethontidae,Least Concern,Phaethontiformes,ascensionis,SAMN02339888,PRJNA212902,,Coordinates approximate from locality information,UK,,2004,,GCA_000687285.1,7.95 S,14.37 W,NHMD:676745,SRP029342,Female,Ascension Island,"Natural History Museum of Denmark, University of Copenhagen, Denmark","Saint Helena, Ascension and Tristan da Cunha",muscle,41.66,87.0,0.7,86.3,18191,18745,245917,39.0,9.2,8058279,0.69,3.8,6957,47267,146867,1166684827,GCF_000687285.1,ASM68728v1,Phaethon lepturus (White-tailed tropicbird),Scaffold,39,22941.0,47896.0,female,Phaethon_lepturus,False,0
251,Large-billed Tern,Laridae,Least Concern,Charadriiformes,monotypic,SAMN12253896,PRJNA545868,,,Guyana,,22-Aug-06,100,VZZW00000000,2.97 N,58.59 W,USNM:637171,"SRR9947233, SRR9947238, SRR9947239, SRR9946722, SRR9946724, SRR9946739",Female,lower Rewa River,"National Museum of Natural History, Smithsonian Institution, USA",Upper Takutu - Upper Essequibo,muscle,42.55,89.6,0.8,88.8,22905,13978,140366,48.0,5.7,50287256,4.37,4.7,618,531935,13693,1151735390,GCA_013399535.1,ASM1339953v1,Phaetusa simplex (large-billed tern),Scaffold,48,16901.0,520939.0,female,Phaetusa_simplex,False,0
252,Phainopepla,Ptiliogonatidae,Least Concern,Passeriformes,unable to determine,SAMN12253850,PRJNA545868,,,USA,,6-May-09,1400,VXBQ00000000,30.55 N,103.78 W,USNM:642003,"SRR9947241, SRR9947246, SRR9947247",Female,"Fort Davis, 7.1 mi ESE","National Museum of Natural History, Smithsonian Institution, USA",Texas,muscle,41.79,92.5,1.0,91.5,6026,45579,146630,43.0,4.7,10963608,1.06,2.8,497,537472,75292,1033525742,GCA_013400175.1,ASM1340017v1,Phainopepla nitens (birds),Scaffold,43,74322.0,542914.0,female,Phainopepla_nitens,False,0
253,Great Cormorant,Phalacrocoracidae,Least Concern,Pelecaniformes,sinensis,SAMN02339889,PRJNA212903,,Coordinates approximate from locality information,Denmark,,30-Jan-10,,GCA_000708925.1,,,NHMD:131348,SRP029344,Male,"Falster, Gedser","Natural History Museum of Denmark, University of Copenhagen, Denmark",,muscle,41.43,84.3,0.5,83.8,22054,15363,255700,24.0,11.1,13773589,1.19,4.6,6868,47834,110477,1154672768,GCF_000708925.1,ASM70892v1,Phalacrocorax carbo (great cormorant),Scaffold,24,17343.0,48427.0,male,Phalacrocorax_carbo,False,0
254,Common Pheasant,Phasianidae,Least Concern,Galliformes,unable to determine,SAMN08888528,PRJNA449162,Captive; Beijing Daxing Zoo,"Captive bird, hence no coordinates",,,,,GCA_004143745.1,,,SYSU:b2945,SRP139710,Male,,"BioMusuem, Sun Yat-sen University, Guangzhou, China",,blood,41.24,91.3,1.0,90.3,1553,178013,101889,93.0,5.1,7946780,0.78,3.6,28,10186719,82767,1023273632,GCF_004143745.1,ASM414374v1,Phasianus colchicus (Ring-necked pheasant),Scaffold,93,197843.0,10682894.0,male,Phasianus_colchicus,False,0
255,Black-headed Grosbeak,Cardinalidae,Least Concern,Passeriformes,unable to determine,SAMN12253988,PRJNA545868,,Source coordinates originally flipped latitude/longitude.,USA,Yakima County,5-Jun-12,1070,VZSJ00000000,46.69 N,121.10 W,UWYMV tissue:B-1481,SRR9853780,Male,"Wenatchee National Forest, 3.2 km NNE Rimrock",University of Wyoming Museum of Vertebrates,Washington,"muscle, pectoral",41.98,82.6,0.8,81.8,4976,57845,78472,119.0,9.1,24945870,2.38,8.3,339,705661,44766,1048547861,GCA_013398405.1,ASM1339840v1,Pheucticus melanocephalus (birds),Scaffold,119,57804.0,697372.0,male,Pheucticus_melanocephalus,False,0
